学生课堂注意力不集中怎么办？,我是一个文盲妈妈，想求助大家能教我点学英语的诀窍或有什么好的学英语方法，比喻用什么方法就能自己把听力的题做了，谢谢万能的微信网络帮帮我的孩子。我的孩子刚升三年级的学生。
教师心理健康的标准是什么？,如何安抚考生成绩不理想
数学课如何提高学生的表达能力？,学生谈恋爱怎么引导？
九年级的班上有个女学生，天天上课沉醉在自我化妆上，上课中不是化妆照镜子就是睡觉，几次警告惩罚效果不显著，依旧有点目中无人，自我为中心，该怎么说教？,经过课题成员的激烈讨论，我们将小学阶段学生的良好学习习惯定位于以下几个方面:善于观察、勤于思考、乐于表达、勇于创新、敢于实践、学会倾听、协同合作、大胆质疑、自主学习、广博阅读、规范书写。不知恰当否？请专家予以指导！
学生不爱写作业该怎么办？,如何不让孩子们在百度作业帮上查答案？,1
怎样提升老师的内生动力,怎样提高学生上课注意力
对于六年级学生所谓的“早恋”应如何进行合适的教育引导？,如何上好复习课?
我所教的学生都是维吾尔族小朋友，家长大部分不会汉语，不能给孩子辅导，这样的大背景下，我该如何教育孩子？,怎样让学习成为孩子的一种习惯？——分享学习自觉性应如何培养。上课不听，下课疯玩，放学不写作业……什么都喜欢，就是不爱学习。坐在书桌前就犯困，吃饭一餐不落下。学习已经成为终身的行为，从小培养孩子的学习自觉性十分必要。怎样让学习像吃饭睡觉一样，成为一种习惯？
我既签到了，也完善个人资料了，为什么只有金币奖励，没有鲜花奖励,尊敬的各位教师前辈，在这个物欲横流的社会上，大多数人只看到了我们作为老师，光鲜亮丽的外表，或者说只看到了表面的我们，完全不知道，我们在工作中是多么辛苦，有时候忙的连水都喝不上一口。我常常用一句话来勉励我自己，工作虐我千百遍，我待工作如初恋??。我想请问，大家是靠什么支撑着在这个岗位上一做就是几十年呢？
后进生的转化:即便使出浑身解数，好像还是没有明显的进展，是我一直困惑的问题！求解！,尊敬的各位教师前辈，在这个物欲横流的社会上，大多数人只看到了我们作为老师，光鲜亮丽的外表，或者说只看到了表面的我们，完全不知道，我们在工作中是多么辛苦，有时候忙的连水都喝不上一口。我常常用一句话来勉励我自己，工作虐我千百遍，我待工作如初恋??。我想请问，大家是靠什么支撑着在这个岗位上一做就是几十年呢？
如何管理好差下生，使之进步？,孩子学习没兴趣，怎样让被动学习变为主动学习？
我班有一个女生（六年级），数学课上她身体总是这里那里的不舒服，一会儿吵头痛，一huier肚子疼……学习自然就不好。可是，一说到跳舞，学校开展的文艺活动，她却如鱼得水，而且跳得特别好！（我经常请她领舞，也常常跟着她跳课间舞）一天，她课堂上又趴在桌子上，我说：你像跳舞那样对待学习！道理讲理一箩筐，家长也常联系，沟通，可是收效甚微！请大家帮忙出主意,请思考一个目前你在日常教育教学工作中所遇到的问题，并在网络上搜集是否有类似问题的相关信息，进行深入分析，并写下可能的解决办法。
我是一个文盲妈妈，想求助大家能教我点学英语的诀窍或有什么好的学英语方法，比喻用什么方法就能自己把听力的题做了，谢谢万能的微信网络帮帮我的孩子。我的孩子刚升三年级的学生。,如何不让孩子们在百度作业帮上查答案？
今天课程中的学校在提高家长会实效性的过程中让家长体会到了“被需要”的感觉，从而把家校合作的质量推上了一个新台阶。那么您认为，家长在哪些方面“被需要”呢？如何才能让家长感到自己“被需要”、以主动付出和投入呢？,小学六年级的学生，对于老师的批评教育总是抱着无所谓的态度，有什么更好的办法引导学生？
您会布置怎样的寒假作业，即减轻孩子的负担，又让他们度过一个有收获的假期？实践性寒假作业：打球跳绳，跟家长一起贴春联，每天坚持体育锻炼、课外阅读。游戏式寒假作业：重庆清华中学学生的寒假作业是玩网游《化学加油站》。该游戏共35关，由该校化学组老师设计。体验式寒假作业：重庆南岸区黄桷垭小学让学生抽扑克牌。赵伊湄抽到了“红桃2”，作业是在一个月内不碰手机和电脑，用阅读和与同学互动代替。,怎么让孩子喜欢哲学？
儿子已经上三年级了，可是吃饭总是一个大问题，为此我用尽了一切办法，曾经有过罚他一天不吃饭的记录，可是伤还没好就忘了痛。没办法不得不拿起碗筷把饭菜送到他的嘴里。作为老师我却没有办法教育自己的孩子，真是个烧脑的大问题？怎样才能解决呢？请高人指条明路？,期末复习阶段了，怎样来合理的复习呢？
今天学校请来了市中队的人员，给我校老师进行了消防知识的普及！！听后感觉真的好可怕，分分钟就牺牲了。,怎样提高学生上课注意力
第十三周问题:你希望得到家长怎样的配合？遇到不配合的家长，你会怎样处理？有哪些方法促进老师与家长建立良好的关系?,孩子学习没兴趣，怎样让被动学习变为主动学习？
是什么让孩子获得幸福感和取得成功？,老师们，我在一线的时候总有一个问题，如何能够提高小组讨论的有效性？！如何避免讨论后小组派代表没人愿意说？或者一讨论学生们就聊别的这一问题呢？
对于九年级的学困生，厌学是显著特征。任凭你老师找来家长陪读或是软硬兼施，让他看看书，写写字，各种招数，就是不学，考试一字不答。如何处之？,作为老师，我们期望从哪方面提升和改善自己，让我的教师生涯更有价值呢？作为校长，如何评价和激励本校老师才会更加提升教师的积极性和职业幸福感呢？
不守信用的孩子怎么教育？,暑假回来上课孩子精力不集中怎么办？
11模块三课程讨论:您认为在帮助问题学生时最关键的是什么？,如何调动孩子的学习兴趣？
学生在做计算题时，计算方法没有问题，但总是将数字看错，比如说题目上写15，他做的时候就变成5了，这样的情况有什么好的解决办法吗？,学生上课接话严重，怎么办，，.，，
短时期内怎么挽??救一个厌学的孩子?,暑假回来上课孩子精力不集中怎么办？
一年级的学生经常会发生一些矛盾，每天告状的也很多。如果不管的话家长又说老师不管，管的话根本管不过来。有时候还会发生受伤时间，双方家长都不肯示弱。应该怎么办？,如何对学生的数学思维能力进行培养？
我该开展哪些班级特色活动，让孩子感受到班级的温暖？,怎样提高学生上课注意力
在班级里有这样一些孩子，学习成绩并不差，但却不喜欢和同学们一起玩，总是一个人静静地做自己的事情，沉浸在自己的世界里。他们很怕生，在陌生环境里非常沉默，好像特别早熟，对学校里发生的事不感兴趣，喜欢的东西也和普通小孩不一样，性格孤僻，面对教师的督促大多情况下会表现出抵触情绪。怎样帮助班级里自闭、不合群的学生？,如何不让孩子们在百度作业帮上查答案？
对于农村孩子，假期时，无法与家长进行亲子活动，老师所留的一些家庭作业，学生无法完成，怎么办？,学生谈恋爱怎么引导？
如何成为别人的粉丝,如何不让孩子们在百度作业帮上查答案？
对于淘气好动的学生，你采取的什么对策呢？是惩罚？是说教？还是征服？,我是一个文盲妈妈，想求助大家能教我点学英语的诀窍或有什么好的学英语方法，比喻用什么方法就能自己把听力的题做了，谢谢万能的微信网络帮帮我的孩子。我的孩子刚升三年级的学生。
学生上课爱睡觉怎么办,对于每个孩子的闪光点，怎样因势导利？
本周的主题是做一个正向关注的老师。班级里总有些学生会违反课堂纪律，挑战校园规则。有时候成人的假设，会让我们按照惯有的一个想法界定孩子很多的行为，但其实孩子的想法可能未必是这样。同样的一个行为，我们给了它不同的解释，可能我们就会对它有不同的认知。换一个视角，看到这个孩子改善行为是怎么做到的；看到问题背后的更多可能性，我们老师自己工作起来才会更有信心，孩子也有更好的发展。,孩子学习没兴趣，怎样让被动学习变为主动学习？
在团队中学会赏识他人，先从自己身边的同事开始。请回想日常工作中，和你合作最多的同事，多多列举他的优点吧。,遇到精神有问题的学生怎么办？
五年级的孩子，基础只有二年级学生的知识，这个怎么办？,期末复习阶段了，怎样来合理的复习呢？
北京市第二实验小学培养6-12岁孩子的目标是大气、博爱、智慧、知行，为此提出体育是第一学科、思维品质是第一目标、以及拥有远大的梦等活动和课程。您是怎么帮孩子扣这“第一粒纽扣”的呢？,咱们好老师平台上的东西如果能直接分享到微信，该有多好呀？
面对形形色色的问题学生，该如何转化教育？,学生成天调皮捣蛋，不好好学习，为此让老师和家长很是头疼。这样的学生该怎么办呢？
如何给低段孩子开展阅读教学,我是一个文盲妈妈，想求助大家能教我点学英语的诀窍或有什么好的学英语方法，比喻用什么方法就能自己把听力的题做了，谢谢万能的微信网络帮帮我的孩子。我的孩子刚升三年级的学生。
如何才能保证老师安心、舒心、开心的从事教育教学工作？,如何不让孩子们在百度作业帮上查答案？
如果提升一年级的学生自主管理能力？,如何不让孩子们在百度作业帮上查答案？,2
12模块三课程讨论:学习课程后，请老们尝试结合本班情况，总结帮助问题学生时可以采用哪有效策略？,暑假回来上课孩子精力不集中怎么办？
"最近出现家长在孩子作业上留言""老师晚上好，以后批改作业请认真点!""此事引发闷络热议!你怎幺看?",如何不让孩子们在百度作业帮上查答案？
我们班的同学建立了一个追女生的群，懵懂中有早恋的现象？我该怎么解决早恋问题！,学生上课接话严重，怎么办，，.，，
9模块二课程讨论：本次的课程中，您认为该校做好家校合作的主要原因是什么？从中收获到了哪些理念或方法？,遇到精神有问题的学生怎么办？
学生如何高效的利用学校时间？具体该怎么做呢？,如何不让孩子们在百度作业帮上查答案？
怎样让孩子能既喜欢你，又害怕你？,学生谈恋爱怎么引导？
高中孩子缺乏学习热情怎么办？,我是一个文盲妈妈，想求助大家能教我点学英语的诀窍或有什么好的学英语方法，比喻用什么方法就能自己把听力的题做了，谢谢万能的微信网络帮帮我的孩子。我的孩子刚升三年级的学生。
我班小A同学，回答问题没声音，上课总是低着头，就连做操也做不到位，全体同学朗诵时也是不张嘴，是不是缺乏自信呀，我们怎么帮助孩子呢？,学生对待考试没有端正的态度，对学习不感兴趣我们如何怎样引导？
孩子8岁了，每周回一次家，每次离家去上学都一直哭怎么办？拉都拉不动。,对于六年级学生所谓的“早恋”应如何进行合适的教育引导？
怎样有效提高教学水平？,高强度预警！复习期倦怠要怎么办？期末复习将进入尾声……对于老师和学生都是一场拉锯战。来自学生的吐槽！槽点一：复习内容枯燥槽点二：复习时间持续太长王迪怡：这些我都会，挺无聊的。付明：天天做题，好无聊。面对学生的倦怠现象，您会采取哪些做法？
请问如何有效纠正孩子上课注意力不集中，爱做小动作爱讲话的坏习惯?,请问，学生不想上学，出现了厌学的状态，怎么办？
如何促进班上动作慢悠悠的孩子？,学生谈恋爱怎么引导？
如何改变孩子磨蹭的不好习惯,暑假回来上课孩子精力不集中怎么办？
现在的一年级孩子，在和别人玩耍中受伤，总是和家长一起把所有责任都推给别人，而且一旦受伤，好像任何人都是他的敌人。大家怎么处理，教育的？,如何不让孩子们在百度作业帮上查答案？
遇到精神有问题的学生怎么办？,我是一名小学科学教师，我想问一问有关科学实验中实验记录的问题，我个人觉得这个实验记录是个“鸡肋”，在课堂上写完的话会耽误很多时间，影响本课教学进度，而且部分学生还完成不了。如果不完成的话“上面，上上面”还做未一个项目要检查，来了之后还会找到好~~~多问题，字写得不好，表格设计不合理……，大家是怎样对待实验记录的？好方法分享一下啊！
最近一篇《陪娃写作业？算了吧，想来想去还是命重要》的文章刷爆了朋友圈，很多家长认为陪娃写作业，就像下凡历劫。作为老师，我们经常会建议家长多辅导学生完成作业，尤其是在遇到作业中的难点时，能适当的给予学生指导，但这种建议时常会受到家长的质疑，老师和家长该如何有效沟通，共同助力孩子的成长？,夏天孩子们因为燥热，注意力不集中听课怎么办
几年前的网络新闻里，曾有高中生质问“学三角函数有什么用，市场买菜找钱用得上吗？！”引发人们对现行教育与日常生活相脱离这一问题的关注。对于中小学生，他们见过杠杆，会做受力分析，可是他们不知道冲水马桶的水箱里面是怎样运作的、壁橱又是怎样固定的，他们学过自然，知道植物的根茎叶花，但他们不知道为何黄瓜叫“黄瓜”而不是“绿瓜”……“陪孩子一起在生活里学习”您有什么好招呢？快来和大家分享一下吧～,您会布置怎样的寒假作业，即减轻孩子的负担，又让他们度过一个有收获的假期？实践性寒假作业：打球跳绳，跟家长一起贴春联，每天坚持体育锻炼、课外阅读。游戏式寒假作业：重庆清华中学学生的寒假作业是玩网游《化学加油站》。该游戏共35关，由该校化学组老师设计。体验式寒假作业：重庆南岸区黄桷垭小学让学生抽扑克牌。赵伊湄抽到了“红桃2”，作业是在一个月内不碰手机和电脑，用阅读和与同学互动代替。
学生很喜欢和老师聊天，但是所有的问题都和学习没有关系，教师怎么把学生这份聊天的热情引导到学习上呢？,孩子学习没兴趣，怎样让被动学习变为主动学习？,3
如何让孩子远离手机，爱上学习？,如何不让孩子们在百度作业帮上查答案？,4
我认为教师的工作就没有办法量化考核，就那点可怜的工资为什么还要拿走一部分当绩效工资？,怎么让孩子喜欢哲学？
给孩子听写的过程中发现，多长强调的字词还是写不对，有的这次写对了，下次依旧错。默写的诗句则是添字漏字换字。怎样才能让孩子的正确率高一点呢？怎样让孩子的基础更扎实呢？,我是一个文盲妈妈，想求助大家能教我点学英语的诀窍或有什么好的学英语方法，比喻用什么方法就能自己把听力的题做了，谢谢万能的微信网络帮帮我的孩子。我的孩子刚升三年级的学生。,5
怎么培养学生对学习的积极性？,怎么让孩子喜欢哲学？
怎样合理的安排孩子的假期作业呢？,怎样提高学生上课注意力
大家可以谈谈学生发展核心素养对我们教师提出了什么新的要求吗？谢谢,学生课堂注意力不集中怎么办？
学生家长因为自身素质问题，不能够胜任辅导学生的学习任务和习惯养成，以至于学生在家庭的学习效果很不理想。我该怎么做呢？,各位老师大家好，在平时的教学中，咱们是怎么培养孩子阅读习惯的呢?您愿意把您好的做法分享给我吗?
学生课余时间在操场玩游戏(非上课时间)，不遵守游戏规则，跳起来踢同伴，没踢到他人，自已反而摔倒住院，家长要求参加玩游戏的学生负连带责任，要求学校教师为住院学生补课，你怎么看?学校、老师、同学有没有责任，该负什么责任？,如何不让孩子们在百度作业帮上查答案？
学生遇到一点小事情就爱发脾气，一有点不顺心就哭，总是觉得大家应该围着他转，我该怎样教给他控制自己的情绪？,怎样提高学生上课注意力
当孩子沉迷手机游戏时，应该怎样有效沟通？,学生谈恋爱怎么引导？
如何转化后进生？,学生上课爱睡觉怎么办
怎样鼓励和树立有特长却不愿、不敢参加活动的孩子的自信心？,如何不让孩子们在百度作业帮上查答案？
南开创始人张伯苓曾说“强国必先强种，强种必先强身”以及“不懂体育的人不宜当校长”，点明体育育人对个人乃至对国家的重要作用。在学习蔡稳良《培养伴随孩子一生的运动习惯》视频之后，您觉得哪些方法可以用在提升本校体育育人水平上？又想到了哪些更适合本校的特色方法呢？,孩子学习没兴趣，怎样让被动学习变为主动学习？
面对离异家庭的学生应该怎么办？,如何不让孩子们在百度作业帮上查答案？
教师的“非常人”，就是我们要接纳每一个孩子，找到每个孩子的成长点。例如学生没有完成作业，我是认真了解原因？还是一味批评？我应当给他更多谅解还是鼓励？,孩子学习没兴趣，怎样让被动学习变为主动学习？
没有那种家长与老师之间感情交易的铜臭味，师生感情是多么纯洁而伟大！,离开一个人，放弃一件事，从来都不是突然的决定。只是在这个过程中，耗尽了喜欢，耗尽了期许，然后慢慢失望，最后做出了一个必然的决定。那为什么又伤心呢，因为当一切都结束了，爱还在……
他和爷爷奶奶住在一起，父母离异都有了新的家庭。他和妈妈一起生活，父母在他上小学1年级的时候就分开了。他的父母常年争吵，常把离婚挂在嘴边。他的妈妈特别凶，他从来不敢说出自己的心里话。他们在班级中或许不太爱说话，或许调皮捣蛋永远不听话，或许不学习还扰乱别人学习……家庭也是孩子受教育的重要场所，在家庭关系破裂等不和谐环境中成长的孩子，我们到底应该怎样帮助和教育他们？,怎样挽救学习不好的学生。
如何不让孩子们在百度作业帮上查答案？,我是九年级的班主任，学生偏科一直困扰着我，希望同行们出出主意？？谢谢！！
如何做好毕业班班主任工作？,怎么样让学生在课堂合作学习中发挥最佳效果？
小学六年级的学生对老师发布的任务置若罔闻，还干扰其他学生完成，不停的说些与课堂教学无关的话，与之沟通东拉西扯，哪位同仁有解决此类问题的高招？,小学六年级的学生，对于老师的批评教育总是抱着无所谓的态度，有什么更好的办法引导学生？,5
怎样才能让孩子自觉做作业呀？苦恼??,学生上课爱睡觉怎么办
怎样让一年级新生学会识谱,遇到精神有问题的学生怎么办？
对于变相体罚，你是怎么理解的？,请问，学生不想上学，出现了厌学的状态，怎么办？
怎么做才能做到学生心里最好的老师,如何不让孩子们在百度作业帮上查答案？
刚刚注册了“好教师”，送花任务怎么也完不成，怎么送花呢？,尊敬的各位教师前辈，在这个物欲横流的社会上，大多数人只看到了我们作为老师，光鲜亮丽的外表，或者说只看到了表面的我们，完全不知道，我们在工作中是多么辛苦，有时候忙的连水都喝不上一口。我常常用一句话来勉励我自己，工作虐我千百遍，我待工作如初恋??。我想请问，大家是靠什么支撑着在这个岗位上一做就是几十年呢？
孩子写作业不认真，写一会就跑去干别的事，有什么办法让他能认真坐下写作业。,学生上课接话严重，怎么办，，.，，
城乡结合处的小学生如何学好英语？家长不管或者不知道如何辅导？请各位赐教！谢谢啦！,孩子学习没兴趣，怎样让被动学习变为主动学习？
为什么今日送花是总显示该用户产品数量不足。,好老师们，向你们请教一个问题:班上有77个学生，委托组长检查效果不佳，那老师该怎么检查呢？
复习阶段有些难熬，老师辛苦，学生却很放松，难道是我太小题大做了，还是学生早已胸有成竹了。,根据您的专业知识及工作经验，针对具体的问题描述您现阶段所教学生的年级，及其在您课堂上表现出来的思维特点，并写下您认为1-2个适合这样思维特点的教学方法或技巧。
