上课走神，注意力不集中怎么办如何让孩子感受到班集体的温暖，热爱班集体,老师们，我在一线的时候总有一个问题，如何能够提高小组讨论的有效性？！如何避免讨论后小组派代表没人愿意说？或者一讨论学生们就聊别的这一问题呢？
学生出现厌学的状态，不想上学，如何引导,音乐课纪律不好怎么办？学生不愿意学习乐理知识，不喜欢上欣赏课怎么办？
学生在网上查答案，怎么让孩子不在百度作业帮上查答案,如何不让孩子们在百度作业帮上查答案？
在班级管理中如何发挥班干部的作业,如何基于培养学生核心素养开展班级活动？16
对于成绩不理想的考生怎么安抚,如何不让孩子们在百度作业帮上查答案？
如何帮助考试成绩不理想的考生,如何不让孩子们在百度作业帮上查答案？
怎么让孩子喜欢数学,怎么让孩子喜欢哲学？
学生上课就喜欢睡觉怎么办,学生上课爱睡觉怎么办
教学生如何控制情绪,如何培养学生自主管理能力
有什么好的学英语方法吗或学英语的诀窍,怎么让孩子喜欢哲学？
学英语有什么好办法吗,怎样让学生提分快？
怎么教好一年级的拼音，比如拼读音节,怎样才能教好一年级的拼音，尤其是带调拼读音节。班里的学生看着声调读出来的确实另一个调。
怎么让老师和家长有效沟通，帮助孩子健康成长,怎样能让没有毅力的孩子坚持学习呢？19
如何找到孩子的闪光点,对于每个孩子的闪光点，怎样因势导利？
学生不爱写作业怎么办,学生上课爱睡觉怎么办20
学生怎么培养好的阅读习惯,怎样培养孩子的良好学习习惯
学生不交作业怎么办,学生不交作业怎么办
怎么样能成为一个好老师,怎样让后进生喜欢上学习？21
如何培养学生的数学思维能力,数学课如何提高学生的表达能力？22
学生不喜欢上音乐课怎么办,学生上课爱睡觉怎么办23
音乐课纪律不好，学生不喜欢上欣赏课怎么办,学生上课爱睡觉怎么办24
学生不喜欢写作业，如何让家庭作业有效又有趣呢,别怪孩子不爱写作业，什么样的家庭作业即有效又有趣呢？
如何布置有效又有趣的家庭作业呢,学生不爱写作业该怎么办？
如何调动孩子的学习兴趣,怎么让孩子喜欢哲学？
怎么让学生写字的姿态得到教正,学生写字的姿态如何教正？
如何激发孩子学习的自觉性,怎么让孩子喜欢哲学？25
如何引导学生学会合理管理时间,如何培养学生自主管理能力
如何帮助孩子更好的适应小学生活,怎样让后进生喜欢上学习？26
如何培养学生认真倾听的习惯,如何培养低年级孩子学会认真倾听与思考??
怎么样可以强化学生的心理素质,如何培养学生自主管理能力
怎么可以帮助学生更快更准的记住方程式,如何不让孩子们在百度作业帮上查答案？27
如何做到赏识教育,怎样才能做到赏识教育
培养学生自主管理和自我教育能力的关键是什么,如何培养学生自主管理能力
如何处理好老师自己的情绪呢,如何面对学生不按时完成作业的问题？28
为什么节假日学生作业比较差,学生不交作业怎么办
怎样让孩子树立自信，活泼开朗？,如何培养低年级孩子学会认真倾听与思考??29
家校沟通的策略有哪些？,家校沟通的策略有哪些？
对于留守儿童怎样开展更好的家校合作呢,留守儿童的家教缺失，厌学甚至想辍学该怎么办
作为一名校长是如何评价教师的？如何能够体现教师的发展呢,作为一名校长，您学校是如何评价教师的？在这一评价基础上，如何能够丰富维度，体现教师的发展呢？
在帮助问题学生时最关键的是什么？,11模块三课程讨论:您认为在帮助问题学生时最关键的是什么？
很多时候学生不懂得如何控制自己的情绪，冲动之下就会发生打架事件。,安抚01首先，安抚情绪很重要。当一个人情绪处于激动状态的时候，说什么都是听不进去的，所以此刻不要过程中，切记要用恰当的语气、合适的语言，并且不可有偏向于某一方的倾向，否则可能会反而激化矛盾。02其次，平静沟通，找明原因。当家长和老师情绪稳定下来，再寻找合适的解决方法。此刻，就需要分别和老师、家长进行平静有效地沟通，让每个人阐述一下事情发生的经过，从中
面对缺乏情绪控制能力的学生，在处理学生因情绪问题发生的言语及身体冲突事件时，有哪些好的策略和办法？,如何面对学生不按时完成作业的问题？
如何分析学生冲突的原因，以及合理处置的方式,对于每个孩子的闪光点，怎样因势导利？30
样组织一堂有效的一年级数学课,视频中的案例:尴尬的作业开学上第一节课《草原》，老师布置了家庭作业。为检查孩子们生字学习的情况，要求孩子回家能够听写的就听写，不能够听写的就抄写。可是第二天作业交上来，一位叫彬彬的同学却把作业写在了一张男性医院宣传稿子上，让老师哭笑不得。您是否遇到过“彬彬”这样的学生？您会怎么解决？
推荐您认为比较适合的亲子互动游戏,第十三周问题:你希望得到家长怎样的配合？遇到不配合的家长，你会怎样处理？有哪些方法促进老师与家长建立良好的关系?
如何提升学生自主管理能力？,如何培养学生自主管理能力
如何管理好差下生，使之进步？,教室要如何做才能从本质上改变后进生的学习态度？
如果提升一年级的学生自主管理能力？,如何培养学生自主管理能力
怎样鼓励和树立有特长却不敢参加活动的孩子？,怎样能让没有毅力的孩子坚持学习呢？32
怎样指导一年级的孩子写好汉字？,怎样才能教好一年级的拼音，尤其是带调拼读音节。班里的学生看着声调读出来的确实另一个调。
班级里总有些学生会违反课堂纪律，挑战校园规则。,小学六年级的学生对老师发布的任务置若罔闻，还干扰其他学生完成，不停的说些与课堂教学无关的话，与之沟通东拉西扯，哪位同仁有解决此类问题的高招？
有哪些办法去关注学生,家校沟通的策略有哪些？34
如何搞好幼小衔接，让孩子尽快适应小学一年级的学习？,怎样才能教好一年级的拼音，尤其是带调拼读音节。班里的学生看着声调读出来的确实另一个调。
评价一节好课的标准是什么,评价一个好老师的标准是什么？
如何与包办型家长沟通？让他们树立正确的教养方式，能够更好地配合育人工作,如何培养低年级孩子学会认真倾听与思考??36
评价一个好老师的标准是什么？,评价一个好老师的标准是什么？
农村的家长为什么对孩子的学习不那么关注，需要反复地做工作,农村小学的家长为什么对自己孩子的学习不是那么关注，需要班主任反复地做工作？
教师心理健康的标准是什么？,如何基于培养学生核心素养开展班级活动？
如何让传统文化走进课堂？,如何让传统文化走进课堂？（分享你的思考或者设计过的教学和活动）端午将至，软糯清香的各色粽子又开始争奇斗艳。端午节为什么要吃粽子？除了吃粽子还有哪些习俗？孩子们是否了解美味的粽子背后所隐藏的中国传统文化？中国传统文化博大精深，教师肩负着传承中华优秀传统文化的使命，如何巧妙地将其融入日常教学是每个老师需要思考的问题。
如何看待变相体罚,对于变相体罚，你是怎么理解的？
谈谈学生发展核心素养对我们教师提出了什么新的要求吗,大家可以谈谈学生发展核心素养对我们教师提出了什么新的要求吗？谢谢
学生不小心磕伤，家长到校兴师问罪，应怎样处理较合适?,谁拿走了我的橡皮，如何处理学生偷窃行为？橡皮丢了，铅笔没了，课本不知道哪去了……由于低年级学生自控能力较弱，道德发展水平尚未健全，“偷窃”行为在学校内时有发生。教师在遇到此类事件时，视而不见？揪出真凶？还是看破不说破？教师的处理方式不当会对学生造成心理伤害，甚至使其“偷窃”行为愈演愈烈，对于学生这种不良行为，作为老师到底应该怎样处理？
如何处理学生偷窃行为？,谁拿走了我的橡皮，如何处理学生偷窃行为？橡皮丢了，铅笔没了，课本不知道哪去了……由于低年级学生自控能力较弱，道德发展水平尚未健全，“偷窃”行为在学校内时有发生。教师在遇到此类事件时，视而不见？揪出真凶？还是看破不说破？教师的处理方式不当会对学生造成心理伤害，甚至使其“偷窃”行为愈演愈烈，对于学生这种不良行为，作为老师到底应该怎样处理？
改掉学生做事拖拖拉垃的坏习惯,怎样改掉学生做事拖拖拉垃的坏习惯
班级里的孩子成绩差异大该怎么办,班级里的孩子成绩差异大该怎么办？班级里的孩子成绩有好有坏，入学时都差不多，到了中高年级差距不断拉大，出现两极分化。教学进度稍微快点，有些孩子跟不上；照顾到部分孩子，成绩好的孩子觉得没意思。难啊！班级里的孩子成绩差异大，甚至两极分化，我该如何教学？
孩子爱写作业的动力培养,如何激发孩子们读书的兴趣？38
怎样让学习成为孩子的一种习惯,怎样让学习成为孩子的一种习惯？——分享学习自觉性应如何培养。上课不听，下课疯玩，放学不写作业……什么都喜欢，就是不爱学习。坐在书桌前就犯困，吃饭一餐不落下。学习已经成为终身的行为，从小培养孩子的学习自觉性十分必要。怎样让学习像吃饭睡觉一样，成为一种习惯？
如何提高学生汉语口头表达能力呢,如何提高小学生汉语口头表达能力呢？
