如何帮助班级里的差生,对班级里的学困生怎样进行辅导？
怎么合理处理师生间的矛盾,怎样平衡体育训练和文化课程之间的矛盾11
提高孩子的作文水平,老师们：怎样提高孩子的作文水平？
如何提高学习小组的讨论热情,如何提升学生自主管理能力？12
学生们上课讨论问题的有效性不高，如何能够提高,怎么样让学生在课堂合作学习中发挥最佳效果？
上课走神，注意力不集中怎么办如何让孩子感受到班集体的温暖，热爱班集体,学生上课注意力不集中怎么办？
学生出现厌学的状态，不想上学，如何引导,请问，学生不想上学，出现了厌学的状态，怎么办？
学生在网上查答案，怎么让孩子不在百度作业帮上查答案,如何不让孩子们在百度作业帮上查答案？
在班级管理中如何发挥班干部的作业,班主任班级管理应如何发挥班干部的作用？
对于成绩不理想的考生怎么安抚,如何安抚考生成绩不理想
如何帮助考试成绩不理想的考生,如何安抚考生成绩不理想
怎么让孩子喜欢数学,怎么让孩子喜欢哲学？
学生上课就喜欢睡觉怎么办,学生上课爱睡觉怎么办
教学生如何控制情绪,如何提高学生的自控能力？
有什么好的学英语方法吗或学英语的诀窍,对于九年级学生的厌学情绪，有什么好方法解决或激励学生？13
学英语有什么好办法吗,有什么好方法让学生爱上阅读呢？14
怎么教好一年级的拼音，比如拼读音节,怎样才能教好一年级的拼音，尤其是带调拼读音节。班里的学生看着声调读出来的确实另一个调。
怎么让老师和家长有效沟通，帮助孩子健康成长,做为一个老师如何更好的和青春期的孩子相处？15
如何找到孩子的闪光点,对于每个孩子的闪光点，怎样因势导利？
学生不爱写作业怎么办,学生不爱写作业该怎么办？
学生怎么培养好的阅读习惯,怎样培养孩子的良好学习习惯
学生不交作业怎么办,学生不交作业怎么办
怎么样能成为一个好老师,如何做一个幸福的好老师？
如何培养学生的数学思维能力,如何对学生的数学思维能力进行培养？
学生不喜欢上音乐课怎么办,音乐课纪律不好怎么办？学生不愿意学习乐理知识，不喜欢上欣赏课怎么办？
音乐课纪律不好，学生不喜欢上欣赏课怎么办,音乐课纪律不好怎么办？学生不愿意学习乐理知识，不喜欢上欣赏课怎么办？
学生不喜欢写作业，如何让家庭作业有效又有趣呢,别怪孩子不爱写作业，什么样的家庭作业即有效又有趣呢？
如何布置有效又有趣的家庭作业呢,如何布置有效的数学作业？
如何调动孩子的学习兴趣,如何调动孩子的学习兴趣？
怎么让学生写字的姿态得到教正,学生写字的姿态如何教正？
如何激发孩子学习的自觉性,如何调动孩子的学习兴趣？
如何引导学生学会合理管理时间,如何培养学生自主管理能力
如何帮助孩子更好的适应小学生活,如何搞好幼小衔接，让孩子尽快适应小学一年级的学习？
如何培养学生认真倾听的习惯,如何培养孩子的预习习惯?16
怎么样可以强化学生的心理素质,怎样强化学生的心理素质
怎么可以帮助学生更快更准的记住方程式,有什么办法，可以帮助初三学生更快更准的记住方程式，谢谢！
如何做到赏识教育,怎样才能做到赏识教育
培养学生自主管理和自我教育能力的关键是什么,培养学生自主管理和自我教育能力的关键是什么？
如何处理好老师自己的情绪呢,如何改变学差生的学习态?17
为什么节假日学生作业比较差,为什么周末、节假日学生作业比较差？
怎样让孩子树立自信，活泼开朗？,怎样让孩子树立自信，变得活泼开朗？
家校沟通的策略有哪些？,家校沟通的策略有哪些？
对于留守儿童怎样开展更好的家校合作呢,对班级里的学困生怎样进行辅导？18
作为一名校长是如何评价教师的？如何能够体现教师的发展呢,作为一名校长，您学校是如何评价教师的？在这一评价基础上，如何能够丰富维度，体现教师的发展呢？
在帮助问题学生时最关键的是什么？,11模块三课程讨论:您认为在帮助问题学生时最关键的是什么？
很多时候学生不懂得如何控制自己的情绪，冲动之下就会发生打架事件。,安抚01首先，安抚情绪很重要。当一个人情绪处于激动状态的时候，说什么都是听不进去的，所以此刻不要过程中，切记要用恰当的语气、合适的语言，并且不可有偏向于某一方的倾向，否则可能会反而激化矛盾。02其次，平静沟通，找明原因。当家长和老师情绪稳定下来，再寻找合适的解决方法。此刻，就需要分别和老师、家长进行平静有效地沟通，让每个人阐述一下事情发生的经过，从中
面对缺乏情绪控制能力的学生，在处理学生因情绪问题发生的言语及身体冲突事件时，有哪些好的策略和办法？,遇到精神有问题的学生怎么办？
如何分析学生冲突的原因，以及合理处置的方式,对于九年级学生的厌学情绪，有什么好方法解决或激励学生？19
样组织一堂有效的一年级数学课,应该怎样组织一堂有效的一年级数学课？
推荐您认为比较适合的亲子互动游戏,对于农村孩子，假期时，无法与家长进行亲子活动，老师所留的一些家庭作业，学生无法完成，怎么办？20
如何提升学生自主管理能力？,如何提升学生自主管理能力？
如何管理好差下生，使之进步？,如何管理好差下生，使之进步？
如果提升一年级的学生自主管理能力？,如果提升一年级的学生自主管理能力？
怎样鼓励和树立有特长却不敢参加活动的孩子？,怎样鼓励和树立有特长却不愿、不敢参加活动的孩子的自信心？
怎样指导一年级的孩子写好汉字？,怎样指导一年级的孩子写好汉字？
班级里总有些学生会违反课堂纪律，挑战校园规则。,学生在课堂上总控制不住与周围同学讲小话，有何妙招可解决?
有哪些办法去关注学生,有什么好方法让学生爱上阅读呢？21
如何搞好幼小衔接，让孩子尽快适应小学一年级的学习？,如何搞好幼小衔接，让孩子尽快适应小学一年级的学习？
评价一节好课的标准是什么,评价一个好老师的标准是什么？22
如何与包办型家长沟通？让他们树立正确的教养方式，能够更好地配合育人工作,做为一个老师如何更好的和青春期的孩子相处？23
评价一个好老师的标准是什么？,评价一个好老师的标准是什么？
农村的家长为什么对孩子的学习不那么关注，需要反复地做工作,农村小学的家长为什么对自己孩子的学习不是那么关注，需要班主任反复地做工作？
教师心理健康的标准是什么？,教师心理健康的标准是什么？
如何让传统文化走进课堂？,如何在常规教学中培养尖子生？24
如何看待变相体罚,对于变相体罚，你是怎么理解的？
谈谈学生发展核心素养对我们教师提出了什么新的要求吗,大家可以谈谈学生发展核心素养对我们教师提出了什么新的要求吗？谢谢
学生不小心磕伤，家长到校兴师问罪，应怎样处理较合适?,留守儿童的家教缺失，厌学甚至想辍学该怎么办25
如何处理学生偷窃行为？,谁拿走了我的橡皮，如何处理学生偷窃行为？橡皮丢了，铅笔没了，课本不知道哪去了……由于低年级学生自控能力较弱，道德发展水平尚未健全，“偷窃”行为在学校内时有发生。教师在遇到此类事件时，视而不见？揪出真凶？还是看破不说破？教师的处理方式不当会对学生造成心理伤害，甚至使其“偷窃”行为愈演愈烈，对于学生这种不良行为，作为老师到底应该怎样处理？
改掉学生做事拖拖拉垃的坏习惯,怎样改掉学生做事拖拖拉垃的坏习惯
班级里的孩子成绩差异大该怎么办,班级里的孩子成绩差异大该怎么办？班级里的孩子成绩有好有坏，入学时都差不多，到了中高年级差距不断拉大，出现两极分化。教学进度稍微快点，有些孩子跟不上；照顾到部分孩子，成绩好的孩子觉得没意思。难啊！班级里的孩子成绩差异大，甚至两极分化，我该如何教学？
孩子爱写作业的动力培养,孩子爱写作业的动力培养
怎样让学习成为孩子的一种习惯,怎样让学习成为孩子的一种习惯？——分享学习自觉性应如何培养。上课不听，下课疯玩，放学不写作业……什么都喜欢，就是不爱学习。坐在书桌前就犯困，吃饭一餐不落下。学习已经成为终身的行为，从小培养孩子的学习自觉性十分必要。怎样让学习像吃饭睡觉一样，成为一种习惯？
如何提高学生汉语口头表达能力呢,如何提高小学生汉语口头表达能力呢？
